orden,n_comp,fecha_emision,cod_cliente,figura,importe,bonif_sin_imp,imp_gravado,imp_exento,imp_iva,montib,gastadmi,boniflibro,bonifcosme,bonifpract,porclider,boniflider,bonifivadic,zona
46,"B0000303625689","2024-03-21",21386340,2,36138.85,3899.98,29866.82,0.00,6272.03,1493.34000000000,"1038.96",0.00,"899.99","2999.99","","0.00","0.00",703
47,"B0000303625690","2024-03-21",21386544,2,35212.26,8399.98,29101.04,0.00,6111.22,1455.05000000000,"1012.32",0.00,"8279.98","120.00","","0.00","0.00",703
48,"B0000303625691","2024-03-21",21386587,2,35274.05,5139.99,29152.11,0.00,6121.94,1457.61000000000,"1014.09",0.00,"3300.00","1840.00","","0.00","0.00",703
49,"B0000303625692","2024-03-21",21440123,2,27099.02,4679.99,22395.89,0.00,4703.14,1119.79000000000,"779.07",0.00,"4059.99","620.00","","0.00","0.00",703
50,"B0000303625693","2024-03-21",21440476,10,106208.06,24239.04,79434.62,0.00,26773.44,3971.73000000000,"3053.38",0.00,"10709.98","13529.07","","0.00","10092.17",703
51,"B0000303625694","2024-03-21",21639434,2,25987.14,2859.99,21476.97,0.00,4510.16,1073.85000000000,"747.10",0.00,"1000.00","1859.99","","0.00","0.00",703
52,"B0000303625695","2024-03-21",21964246,2,75310.02,25454.93,62239.68,0.00,13070.33,3111.98000000000,"2165.09",0.00,"22229.95","3224.98","","0.00","0.00",703
53,"B0000303625696","2024-03-21",22019448,2,24102.85,2489.99,19919.71,0.00,4183.14,995.99000000000,"692.93",0.00,"700.00","1789.99","","0.00","0.00",703
54,"B0000303625697","2024-03-21",22019600,2,35476.36,8639.36,29319.30,0.00,6157.05,1465.97000000000,"1019.91",0.00,"5699.98","2939.38","","0.00","0.00",703
55,"B0000303625698","2024-03-21",22019880,2,28257.26,4754.97,23353.11,0.00,4904.15,1167.66000000000,"812.37",0.00,"1199.99","3554.98","","0.00","0.00",703
56,"B0000303625699","2024-03-21",22155589,2,35690.97,8234.96,29496.67,0.00,6194.30,1474.83000000000,"1026.08",0.00,"4499.98","3734.99","","0.00","0.00",703
